send_data-1, 0.01123990397900343, 0.010378414765000343, 0.010171799920499325, 0.010465116240084171, 0.01108550000935793, 0.01389543991535902, 0.012546910904347897, 0.010840354487299919, 0.010568488389253616, 0.010689470916986465
send_data-10, 0.010508046485483646, 0.010772273875772953, 0.013614004477858543, 0.0128676388412714, 0.010962886735796928, 0.010995578020811081, 0.010440535843372345, 0.01049742754548788, 0.010461635887622833, 0.010561618953943253
send_data-100, 0.010295812040567398, 0.011967898346483707, 0.010688540525734425, 0.013717956840991974, 0.01336433831602335, 0.011042659170925617, 0.010491707362234592, 0.010677870362997055, 0.010579639114439487, 0.017376115545630455
send_data-1000, 0.012344776652753353, 0.011252813041210175, 0.01043082494288683, 0.010881185531616211, 0.010907416231930256, 0.012818647548556328, 0.011275643482804298, 0.01071305200457573, 0.010535038076341152, 0.011089678853750229
send_data-10000, 0.012148943729698658, 0.019449230283498764, 0.012441860511898994, 0.012335006147623062, 0.011890087276697159, 0.01140251662582159, 0.01577103231102228, 0.011666552163660526, 0.015301380306482315, 0.011786594986915588
send_data-100000, 0.03389033395797014, 0.02087194100022316, 0.01958639547228813, 0.02184930257499218, 0.024445079267024994, 0.021886073984205723, 0.0253662196919322, 0.02332270424813032, 0.025318668223917484, 0.022485756315290928
send_data-1000000, 0.21357866283506155, 0.1385506885126233, 0.13369301334023476, 0.11898454464972019, 0.10457055363804102, 0.1121878083795309, 0.08348129596561193, 0.08855033572763205, 0.08718796726316214, 0.08779895026236773
send_data-10000000, 1.6310298899188638, 0.903976995497942, 0.9163179416209459, 0.9712876407429576, 0.9071294330060482, 0.9799380386248231, 0.923512258566916, 0.897543334402144, 0.8831154126673937, 0.9152107276022434
send_data-100000000, 16.114801418967545, 10.909570393152535, 10.030013267882168, 8.82602262031287, 9.088463010266423, 9.871910064481199, 9.13349255360663, 9.091500024311244, 9.160121370106936, 9.166306864470243
recv_data-1, 0.010792744345963001, 0.011267393827438354, 0.010503556579351425, 0.010760883800685406, 0.010649530217051506, 0.010726502165198326, 0.01226880494505167, 0.010983558371663094, 0.010845254175364971, 0.010742513462901115
recv_data-10, 0.01745721884071827, 0.010712772607803345, 0.01047296728938818, 0.010808384045958519, 0.01396989170461893, 0.010617819614708424, 0.010860545560717583, 0.010763412341475487, 0.01055331900715828, 0.010668660514056683
recv_data-100, 0.011478378437459469, 0.010728882625699043, 0.010947356931865215, 0.010508216917514801, 0.010752713307738304, 0.01122130174189806, 0.01223620492964983, 0.0105344969779253, 0.010566619224846363, 0.010705161839723587
recv_data-1000, 0.010968217626214027, 0.011613301932811737, 0.010945025831460953, 0.010543608106672764, 0.010755172930657864, 0.010568949393928051, 0.010511968284845352, 0.010659330524504185, 0.011881176382303238, 0.010723560117185116
recv_data-10000, 0.011720473878085613, 0.011717403307557106, 0.011594780720770359, 0.011537869460880756, 0.011677861213684082, 0.01157366018742323, 0.012881169095635414, 0.011505129747092724, 0.0124695198610425, 0.011609862558543682
recv_data-100000, 0.029082789085805416, 0.02465824317187071, 0.0222928524017334, 0.02135892305523157, 0.02649128343909979, 0.027790410444140434, 0.028485657647252083, 0.02715359628200531, 0.02569296583533287, 0.02561415359377861
recv_data-1000000, 0.10842480696737766, 0.11124180722981691, 0.10479217767715454, 0.11547756940126419, 0.11143377143889666, 0.11377648264169693, 0.10613867733627558, 0.10897824820131063, 0.11838456243276596, 0.1115275640040636
recv_data-10000000, 1.1474415538832545, 1.0986632285639644, 1.0858320705592632, 1.1024805111810565, 1.0941498512402177, 1.3079241970553994, 1.0994611764326692, 1.0933280624449253, 1.1155403228476644, 1.1713777910917997
recv_data-100000000, 12.24979670997709, 12.919117544777691, 14.252651606686413, 14.858632332645357, 14.466011464595795, 12.431339175440371, 12.158172208815813, 12.164109718054533, 12.253406644798815, 12.167098551988602
