name, mean, median, variance, std_dev, min, max, range
create_session-1, 0.11035375180000102, 0.03503433500000597, 0.04892091233231935, 0.22118072323853033, 0.03503433500000597, 0.7738741519999905, 0.7388398169999846
create_session-10, 0.035862950599998555, 0.03674457099999984, 9.64632668483855e-07, 0.000982157150604655, 0.03341387899999404, 0.037067770999996696, 0.0036538920000026565
create_session-100, 0.03554080750000423, 0.03901684699999919, 2.661208574796804e-06, 0.0016313211133301758, 0.03350098600000706, 0.03901684699999919, 0.005515860999992128
create_session-1000, 0.03652053609999939, 0.03688554999999383, 1.0681467224431321e-06, 0.0010335118395273137, 0.03408557800000267, 0.03799333099999558, 0.003907752999992908
create_session-10000, 0.0432763267999988, 0.04292187500000466, 3.179255078907158e-06, 0.001783046572276551, 0.04097055500000124, 0.04678675600000304, 0.005816201000001797
create_session-100000, 0.10869247860000116, 0.10749741800000834, 3.641365734643372e-05, 0.0060343729870164405, 0.10144846699999732, 0.12202391799999646, 0.020575450999999134
create_session-1000000, 0.9414150651, 0.9343190579999998, 0.00016883148893845346, 0.012993517188908224, 0.9233983140000106, 0.9603418989999852, 0.03694358499997463
join_session-1, 0.035576910199995385, 0.03678589099999385, 9.176774722493347e-07, 0.0009579548383140693, 0.03408106599999883, 0.036990641999977925, 0.002909575999979097
join_session-10, 0.035553882299998917, 0.03629261499997938, 5.766314185081274e-07, 0.0007593625079684455, 0.03376909600001454, 0.03629261499997938, 0.0025235189999648355
join_session-100, 0.035500848500004165, 0.03768021000001909, 1.9116380438413477e-06, 0.001382619992565328, 0.033595760999986624, 0.03768021000001909, 0.004084449000032464
join_session-1000, 0.03590144719999557, 0.03667109100001653, 9.72945793580151e-07, 0.0009863801465865739, 0.033601478000008456, 0.036870396999972854, 0.0032689189999643986
join_session-10000, 0.03589723990000095, 0.033483445000001666, 1.5794837717459211e-06, 0.001256775147648107, 0.033483445000001666, 0.03714061200000174, 0.0036571670000000722
join_session-100000, 0.038204441499999575, 0.038950897000006535, 8.49571421975522e-07, 0.0009217219873560151, 0.036892520999998624, 0.03931832200001395, 0.0024258010000153263
join_session-1000000, 3.7337658821999953, 3.738655059999985, 0.001299655283440325, 0.03605073207911769, 3.6866374029999918, 3.8213916720000043, 0.13475426900001253
get_session_status-1, 0.03526320049999754, 0.03497867400000132, 7.923243687898133e-07, 0.0008901260409570172, 0.033638314000000946, 0.036845800999998346, 0.0032074869999974
get_session_status-10, 0.035867343399996796, 0.03401506000000154, 2.3070233741965303e-06, 0.0015188888617000686, 0.03401506000000154, 0.03953463299998816, 0.005519572999986622
get_session_status-100, 0.035584640199996895, 0.0370886050000081, 1.359994730074422e-06, 0.0011661881195049201, 0.03327798299997653, 0.0370886050000081, 0.0038106220000315716
get_session_status-1000, 0.03570242609999639, 0.03645764000000895, 1.1213979260731869e-06, 0.0010589607764564214, 0.03333986699999514, 0.036952151999997795, 0.0036122850000026574
get_session_status-10000, 0.03503370690000338, 0.03415641199998731, 1.370205058674978e-06, 0.0011705575845190096, 0.03295504100000812, 0.0370571150000103, 0.004102074000002176
get_session_status-100000, 0.03467602110000314, 0.03460779400001002, 1.0423069552630026e-06, 0.001020934354041925, 0.03294392400002266, 0.036528115000010075, 0.0035841909999874133
