name, mean, median, variance, std_dev, min, max, range
create_session-1, 0.0018943299306556582, 0.0019936340395361185, 1.018481093564019e-06, 0.0010091982429453685, 0.0014027690049260855, 0.004880020162090659, 0.0034772511571645737
create_session-10, 0.0024554501986131074, 0.003336352063342929, 4.185480040564896e-07, 0.0006469528607684563, 0.0016163010150194168, 0.003336352063342929, 0.001720051048323512
create_session-100, 0.0019321664469316602, 0.0017876159399747849, 8.05027613432803e-08, 0.0002837300853686128, 0.001612544059753418, 0.0025538839399814606, 0.0009413398802280426
create_session-1000, 0.0029857868794351816, 0.002776503097265959, 2.40140935597584e-07, 0.0004900417692376681, 0.0022341469302773476, 0.003992307931184769, 0.0017581610009074211
create_session-10000, 0.008888905611820519, 0.007863854989409447, 2.2612782288721137e-06, 0.00150375471034079, 0.0072622590232640505, 0.010980492923408747, 0.0037182339001446962
create_session-100000, 0.07813797492999583, 0.09069557394832373, 4.627180321731558e-05, 0.0068023380699076975, 0.07148047490045428, 0.09069557394832373, 0.019215099047869444
join_session-1, 0.0013204990187659859, 0.0011630780063569546, 8.867346072154571e-08, 0.0002977808938154792, 0.0011160711292177439, 0.0021873710211366415, 0.0010712998919188976
join_session-10, 0.0012907476397231222, 0.0012772679328918457, 1.6226314535489604e-08, 0.00012738255192721492, 0.0011397851631045341, 0.0015242721419781446, 0.0003844869788736105
join_session-100, 0.0012661292450502515, 0.0012209839187562466, 1.1559284489532695e-08, 0.00010751411297840249, 0.0011635988485068083, 0.0014858010690659285, 0.0003222022205591202
join_session-1000, 0.001266861567273736, 0.001292685978114605, 2.5588266355401278e-09, 5.058484590803977e-05, 0.001195977907627821, 0.0013358758296817541, 0.00013989792205393314
join_session-10000, 0.0017009214963763953, 0.001964170951396227, 2.33649171508068e-08, 0.00015285587051470023, 0.0014897279907017946, 0.001964170951396227, 0.00047444296069443226
join_session-100000, 0.005294419336132705, 0.005707080010324717, 4.993472887627343e-08, 0.00022346079941742227, 0.0049227080307900906, 0.005707080010324717, 0.000784371979534626
get_session_status-1, 0.001339238602668047, 0.0018872390501201153, 4.720870754424018e-08, 0.00021727564876037117, 0.0011221719905734062, 0.0018872390501201153, 0.0007650670595467091
get_session_status-10, 0.0011566980741918088, 0.0010991499293595552, 5.665528783661572e-09, 7.526970694550081e-05, 0.0010488678235560656, 0.0012802339624613523, 0.0002313661389052868
get_session_status-100, 0.0012340862071141601, 0.001322770956903696, 1.2236509552511943e-08, 0.00011061875768834119, 0.0010659389663487673, 0.0014220539014786482, 0.0003561149351298809
get_session_status-1000, 0.0013974055647850037, 0.001153289806097746, 5.527989199282561e-08, 0.00023511676246670634, 0.001119127031415701, 0.0019005239009857178, 0.0007813968695700169
get_session_status-10000, 0.0016299088019877672, 0.0016856880392879248, 1.2925011866381577e-08, 0.00011368822219729526, 0.001431511016562581, 0.00179493916220963, 0.00036342814564704895
get_session_status-100000, 0.002289683721028268, 0.001819254131987691, 2.8046160690787004e-07, 0.0005295862601199828, 0.001819254131987691, 0.0037827228661626577, 0.001963468734174967
get_var_flag-1, 0.002062279498204589, 0.002433022018522024, 1.505341486324305e-07, 0.000387987304731006, 0.0013913779985159636, 0.0028217160142958164, 0.0014303380157798529
get_var_flag-10, 0.0019286298425868153, 0.0011981818825006485, 2.3371007836981018e-07, 0.0004834357024153369, 0.0011981818825006485, 0.00295936013571918, 0.0017611782532185316
get_var_flag-100, 0.0019250471610575914, 0.002066016895696521, 6.162084495333136e-08, 0.0002482354627230593, 0.0015274768229573965, 0.0023733219131827354, 0.0008458450902253389
get_var_flag-1000, 0.0017038848018273711, 0.0017299300525337458, 5.840289285502086e-08, 0.00024166690475739715, 0.0013319880235940218, 0.0021847861353307962, 0.0008527981117367744
get_var_flag-10000, 0.0019183338852599263, 0.001796291908249259, 6.491912414723434e-08, 0.00025479231571465087, 0.0014946870505809784, 0.002345120068639517, 0.0008504330180585384
get_var_flag-100000, 0.0023663122905418278, 0.002435757080093026, 5.573314965344695e-08, 0.00023607869377274804, 0.002024020068347454, 0.0028027708176523447, 0.0007787507493048906
get_var_size-1, 0.00188570290338248, 0.0020829581189900637, 2.0120951994740893e-07, 0.0004485638415514663, 0.0013758689165115356, 0.002690534805878997, 0.0013146658893674612
get_var_size-10, 0.001964233466424048, 0.002293064957484603, 3.4662773565380834e-07, 0.0005887509963081238, 0.0013612019829452038, 0.0035090099554508924, 0.0021478079725056887
get_var_size-100, 0.0018795225769281387, 0.0019056620076298714, 1.1949070578268955e-07, 0.00034567427700465296, 0.001350402133539319, 0.002437490038573742, 0.0010870879050344229
get_var_size-1000, 0.001696221809834242, 0.0018765188287943602, 1.0613734880228312e-07, 0.00032578727538423464, 0.0012016389518976212, 0.0024770430754870176, 0.0012754041235893965
get_var_size-10000, 0.0020098041743040083, 0.0016099389176815748, 1.7933056016801584e-07, 0.0004234743913957677, 0.0016099389176815748, 0.002664548112079501, 0.0010546091943979263
get_var_size-100000, 0.0024373407941311598, 0.0021233721636235714, 4.736940744487061e-08, 0.00021764514110099177, 0.0021233721636235714, 0.002789186080917716, 0.0006658139172941446
end_session-1, 0.0015284452121704817, 0.001538377022370696, 3.24653397099214e-08, 0.00018018140778094005, 0.0012734110932797194, 0.00187191111035645, 0.0005985000170767307
end_session-10, 0.0014421659288927913, 0.0014045611023902893, 3.709239487395641e-08, 0.0001925938599072058, 0.001179588958621025, 0.0017714360728859901, 0.0005918471142649651
end_session-100, 0.0017940976889804006, 0.0014989350456744432, 6.893112678565971e-08, 0.00026254738007769134, 0.0014989350456744432, 0.002358394907787442, 0.000859459862112999
end_session-1000, 0.00508790670428425, 0.004327593836933374, 7.413506219390842e-07, 0.0008610172018833794, 0.004228621954098344, 0.007093677995726466, 0.0028650560416281223
end_session-10000, 0.03715361231006682, 0.03509395499713719, 8.882135207060755e-06, 0.0029802911279035735, 0.032044769963249564, 0.04224655078724027, 0.010201780823990703
end_session-100000, 0.35433907103724777, 0.35152012412436306, 5.221065687425079e-05, 0.007225694214001226, 0.34497624612413347, 0.36952109006233513, 0.024544843938201666
send_data-1, 0.0011961865937337279, 0.0011514259967952967, 5.530786133180915e-09, 7.43692552953229e-05, 0.0011256590951234102, 0.0013615218922495842, 0.00023586279712617397
send_data-10, 0.0013122530188411474, 0.0013441608753055334, 4.6399308247801775e-08, 0.00021540498658991573, 0.001105973031371832, 0.0017466710414737463, 0.0006406980101019144
send_data-100, 0.0012523978715762497, 0.0011287040542811155, 2.3741023753479192e-08, 0.00015408122453264443, 0.0010990099981427193, 0.00165560282766819, 0.0005565928295254707
send_data-1000, 0.0011709390673786402, 0.0010815879795700312, 8.194587269416253e-09, 9.052395964282746e-05, 0.0010815879795700312, 0.0013917679898440838, 0.0003101800102740526
send_data-10000, 0.0016350863501429559, 0.001405523158609867, 1.3633397341127104e-07, 0.0003692343069261997, 0.0013377680443227291, 0.0025672889314591885, 0.0012295208871364594
send_data-100000, 0.006444141617976129, 0.006266136886551976, 1.8499855871332438e-06, 0.0013601417525880323, 0.00537169398739934, 0.010291145183146, 0.00491945119574666
send_data-1000000, 0.07419584300369024, 0.07170361489988863, 0.0002464947302457125, 0.015700150644045188, 0.06465506902895868, 0.12084070197306573, 0.056185632944107056
recv_data-1, 0.0017257235711440444, 0.001521996920928359, 1.2137523765534426e-07, 0.0003483894913101488, 0.0012950599193572998, 0.002331655938178301, 0.001036596018821001
recv_data-10, 0.0018987088929861783, 0.0013288629706948996, 1.0404980998370094e-07, 0.00032256752778868017, 0.0013288629706948996, 0.002672682050615549, 0.0013438190799206495
recv_data-100, 0.0015735993860289455, 0.002164277946576476, 1.378674221981258e-07, 0.00037130502581856576, 0.0011644309852272272, 0.0022557470947504044, 0.0010913161095231771
recv_data-1000, 0.002875967277213931, 0.0024600119795650244, 3.168122820346371e-07, 0.0005628608016504943, 0.002373071853071451, 0.004431145032867789, 0.002058073179796338
recv_data-10000, 0.0294133824063465, 0.034892895026132464, 1.4931955223784115e-05, 0.0038641888183400296, 0.0215514930896461, 0.034892895026132464, 0.013341401936486363
recv_data-100000, 0.30622371833305806, 0.2628444319125265, 0.002799873232102997, 0.052913828363699004, 0.25363263115286827, 0.3894999229814857, 0.13586729182861745
recv_data-1000000, 2.743007070408203, 2.6967654649633914, 0.001590947651814316, 0.03988668514447291, 2.6967654649633914, 2.8404706029687077, 0.14370513800531626
